label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,imageBucket
0,0,1,1,0,0,0,1,0,1,2094
0,0,1,0,1,0,0,1,0,0,2095
0,0,0,0,0,1,1,0,0,1,2096
1,1,1,0,0,0,0,0,1,0,2097
0,0,1,1,0,1,0,0,0,0,2098
0,0,0,0,1,1,0,0,0,1,2099
0,0,0,0,1,1,0,0,1,0,2100
0,0,0,1,1,0,0,1,0,0,2101
0,0,0,0,1,1,1,0,0,0,2102
0,0,1,1,0,0,0,0,0,1,2103
0,0,0,0,0,0,1,1,0,0,2104
1,0,0,0,1,0,0,1,0,0,2105
0,0,1,0,0,0,0,1,0,1,2106
1,0,0,0,0,0,1,1,0,0,2107
0,0,0,0,1,1,0,0,0,1,2108
1,0,0,0,1,1,0,0,1,0,2109
1,0,0,0,0,0,0,0,1,0,2110
0,0,0,0,1,0,0,1,1,0,2111
0,0,1,0,0,0,0,1,0,0,2112
1,1,1,0,0,0,0,0,0,0,2113
0,0,1,0,0,0,0,0,0,1,2114
0,0,0,0,1,1,1,0,0,0,2115
1,0,0,0,0,0,1,0,1,0,2116
0,1,0,1,0,0,1,0,0,1,2117
0,1,1,1,0,0,1,0,0,0,2118
0,1,1,0,1,0,0,0,0,0,2119
0,0,0,1,1,1,0,0,0,0,2120
0,0,0,1,0,1,0,1,0,1,2121
1,1,0,0,0,0,0,1,0,0,2122
0,0,0,1,1,0,1,0,0,0,2123
0,1,0,0,0,1,0,0,0,0,2124
1,0,0,0,1,1,0,0,0,0,2125
0,0,0,1,1,1,0,0,1,0,2126
1,0,0,0,0,0,1,0,0,0,2127
1,1,0,0,1,0,0,0,0,0,2128
0,0,0,1,1,1,0,0,0,0,2129
0,1,1,0,0,0,1,0,0,0,2130
1,0,0,0,0,1,1,0,0,0,2131
0,0,0,0,0,0,0,1,1,1,2132
0,1,0,1,0,0,0,0,1,0,2133
1,0,0,1,0,1,0,0,0,0,2134
1,1,0,1,0,0,1,0,0,0,2135
0,0,1,1,0,0,1,0,0,0,2136
0,0,0,0,0,1,1,0,0,1,2137
0,1,0,0,1,1,0,1,0,0,2138
0,0,0,1,1,1,0,0,0,0,2139
0,1,0,0,0,1,0,0,0,0,2140
1,0,0,0,1,0,0,0,0,0,2141
0,0,1,1,0,0,1,0,0,0,2142
1,0,1,0,0,0,1,0,0,0,2143
0,0,0,0,0,0,1,0,1,1,2144
1,0,0,1,0,1,0,0,0,1,2145
0,1,0,1,1,0,0,0,0,0,2146
1,0,1,0,1,0,0,1,0,0,2147
1,0,0,0,0,0,0,0,0,1,2148
0,0,0,0,1,0,0,0,1,1,2149
1,0,1,0,0,0,1,0,0,1,2150
1,0,0,0,1,1,0,0,0,0,2151
0,1,1,0,0,0,1,0,0,0,2152
0,1,1,0,0,1,0,0,0,0,2153
0,0,1,0,0,0,0,1,1,0,2154
0,0,0,0,0,0,1,0,0,1,2155
0,0,1,0,0,1,1,0,0,0,2156
0,0,0,1,0,0,0,1,0,0,2157
0,1,0,0,0,1,0,0,1,0,2158
0,1,0,0,0,1,0,0,1,1,2159
1,0,0,0,1,1,0,0,0,0,2160
1,1,1,0,0,1,0,0,0,0,2161
1,0,0,0,1,0,1,1,0,0,2162
1,0,1,0,0,0,0,1,0,0,2163
0,0,0,0,1,1,1,0,0,0,2164
0,0,0,1,0,0,0,0,1,0,2165
1,0,0,0,1,1,0,0,0,0,2166
0,0,1,0,1,0,0,1,0,0,2167
0,1,0,0,1,0,0,0,0,1,2168
0,0,0,1,1,0,0,1,0,0,2169
0,0,0,0,1,0,0,0,1,0,2170
0,0,0,0,0,0,0,1,1,0,2171
0,0,0,1,0,0,1,0,0,1,2172
0,0,1,0,1,0,1,0,0,1,2173
0,0,1,0,0,1,0,0,1,1,2174
0,1,1,0,0,1,0,0,0,1,2175
1,0,0,0,0,1,0,1,0,0,2176
0,1,1,0,1,1,0,0,0,0,2177
0,0,1,0,1,0,0,1,0,0,2178
1,0,0,0,1,1,0,0,1,0,2179
1,0,0,0,1,0,0,1,1,0,2180
1,0,0,0,0,1,0,0,1,0,2181
0,1,0,1,1,0,0,0,0,1,2182
1,0,1,0,0,1,0,0,1,0,2183
0,0,1,0,0,0,1,1,0,0,2184
0,0,1,0,0,1,0,0,0,0,2185
1,1,0,1,0,0,0,0,0,0,2186
0,0,0,1,0,1,0,0,0,1,2187
0,0,0,0,0,1,1,1,0,0,2188
0,0,0,0,1,1,0,0,1,0,2189
1,0,0,0,0,0,1,1,0,0,2190
0,0,1,1,1,0,0,0,0,0,2191
1,0,1,1,0,0,0,0,0,0,2192
0,1,0,0,0,0,1,1,0,0,2193
1,0,1,0,0,0,0,1,0,0,2194
1,0,0,0,0,1,0,0,0,0,2195
0,0,0,0,1,0,0,1,1,0,2196
0,0,0,0,0,0,1,1,0,1,2197
0,0,0,1,0,0,1,1,0,0,2198
0,1,0,0,1,0,0,1,0,0,2199
0,0,0,1,0,1,0,0,1,0,2200
1,0,0,0,0,0,1,0,0,0,2201
0,1,1,0,0,0,0,1,0,0,2202
0,0,0,0,0,0,1,0,1,1,2203
0,0,1,1,0,0,0,0,1,0,2204
0,0,0,0,1,0,0,0,1,1,2205
1,0,0,1,0,0,0,1,0,0,2206
0,0,0,1,0,0,0,0,1,0,2207
0,0,0,1,0,1,0,1,1,0,2208
0,1,0,0,0,1,0,0,1,0,2209
1,1,1,0,0,0,1,0,0,0,2210
0,0,0,1,1,0,1,0,0,0,2211
0,1,0,0,0,1,0,0,0,0,2212
1,1,1,0,0,0,0,1,0,0,2213
1,0,0,0,1,1,1,0,0,0,2214
0,0,0,0,1,0,0,1,1,1,2215
0,1,0,0,0,0,0,0,1,1,2216
0,0,0,0,0,0,1,1,0,1,2217
1,0,0,0,0,0,1,0,1,0,2218
1,0,0,0,1,0,0,0,1,0,2219
0,1,0,0,1,0,0,0,0,1,2220
1,1,0,1,0,0,0,0,0,1,2221
1,0,1,1,0,0,0,0,0,0,2222
0,0,0,1,0,1,0,0,1,0,2223
0,1,0,1,0,0,0,0,1,0,2224
0,0,0,1,0,0,0,1,0,0,2225
0,0,0,0,1,1,1,0,0,0,2226
0,0,1,0,0,1,0,0,0,1,2227
0,0,1,1,0,1,0,0,0,1,2228
0,0,0,0,0,1,0,0,0,1,2229
0,0,1,1,0,0,1,1,0,0,2230
0,0,1,0,0,0,0,1,1,1,2231
1,0,0,1,0,0,0,1,0,0,2232
0,0,0,0,0,1,0,1,1,0,2233
1,0,0,0,0,1,0,0,0,0,2234
1,0,0,1,1,0,0,1,0,0,2235
0,0,0,0,0,0,1,0,1,0,2236
1,1,0,0,0,0,0,0,1,0,2237
1,1,0,1,1,0,0,0,0,0,2238
1,0,0,0,0,0,0,1,1,0,2239
0,0,0,1,0,0,1,0,0,1,2240
1,0,0,0,0,0,0,1,0,1,2241
1,1,1,0,0,0,0,0,1,0,2242
0,0,1,0,0,0,0,0,0,1,2243
0,1,0,0,0,1,1,1,0,0,2244
0,1,0,0,0,1,1,0,0,0,2245
0,0,0,0,0,0,1,0,1,0,2246
0,0,1,1,0,0,1,0,0,0,2247
0,0,0,1,1,0,0,0,1,0,2248
0,0,0,0,0,0,1,1,1,0,2249
1,0,1,0,0,0,1,0,0,0,2250
0,0,0,0,0,1,0,1,1,0,2251
0,0,0,1,1,1,0,0,0,0,2252
0,0,0,1,0,0,0,1,0,1,2253
1,0,0,0,0,0,1,0,0,1,2254
0,0,1,0,0,0,1,1,1,0,2255
0,0,0,0,1,1,0,0,0,1,2256
0,0,1,0,0,1,1,0,0,0,2257
0,0,0,1,0,1,0,1,0,0,2258
0,1,0,0,0,1,1,0,0,0,2259
0,0,1,1,0,0,1,0,0,0,2260
0,1,0,0,1,0,0,0,1,0,2261
1,1,0,0,1,0,0,0,1,0,2262
0,0,1,0,1,0,0,1,0,1,2263
0,0,0,1,0,0,0,0,1,0,2264
0,0,1,0,1,1,1,0,0,0,2265
0,1,0,0,0,0,1,0,1,0,2266
1,1,0,1,0,0,1,0,0,0,2267
1,0,0,1,0,0,1,0,0,0,2268
0,1,0,0,0,0,1,1,0,0,2269
0,0,1,0,0,0,0,0,1,0,2270
0,0,1,0,0,1,0,1,0,0,2271
0,0,0,0,0,0,0,1,1,0,2272
0,0,1,0,0,1,0,0,1,1,2273
0,0,0,0,0,1,1,0,1,0,2274
0,1,1,0,0,0,0,1,0,0,2275
0,1,1,0,0,0,1,0,0,0,2276
0,0,1,0,0,0,0,0,1,1,2277
0,0,0,0,0,0,0,1,0,1,2278
0,0,1,1,0,0,0,0,0,0,2279
0,0,0,0,0,0,0,0,1,1,2280
1,0,0,0,0,0,0,0,1,1,2281
0,0,1,0,0,0,0,0,1,1,2282
1,0,0,0,0,0,1,1,0,0,2283
0,1,0,0,1,0,1,1,0,0,2284
1,1,0,0,0,0,0,0,1,0,2285
1,0,1,0,1,0,1,0,0,0,2286
0,1,0,1,1,0,0,0,0,0,2287
0,0,1,0,0,0,0,1,0,1,2288
0,1,0,1,0,0,1,0,0,0,2289
1,1,0,0,0,0,0,1,0,0,2290
1,0,0,0,0,0,1,0,0,0,2291
0,0,0,0,0,1,1,0,0,1,2292
0,1,0,0,0,1,0,0,0,0,2293
0,1,1,1,1,0,0,0,0,0,2294
0,0,0,0,1,1,1,0,0,0,2295
0,1,0,0,0,0,1,1,0,0,2296
0,1,1,0,1,1,0,0,0,0,2297
1,0,0,1,0,0,1,1,0,0,2298
1,0,0,0,1,0,0,1,1,0,2299
0,1,0,0,1,0,0,0,1,0,2300
1,0,0,0,0,0,0,0,1,1,2301
0,0,1,0,0,0,1,1,0,1,2302
0,0,0,0,0,1,1,0,1,0,2303
0,1,0,1,0,1,0,0,0,0,2304
0,1,0,1,0,0,0,0,0,0,2305
1,0,1,0,0,1,0,0,0,0,2306
0,0,0,0,0,0,1,1,1,0,2307
1,0,0,0,0,0,1,0,1,0,2308
0,0,0,0,1,0,1,0,0,0,2309
1,0,0,0,0,0,1,1,0,0,2310
0,0,1,0,1,0,0,1,0,0,2311
0,1,0,0,1,0,0,1,0,0,2312
0,0,1,0,0,0,0,0,0,1,2313
0,0,0,0,1,0,1,1,0,0,2314
0,0,1,0,1,0,0,0,1,0,2315
1,0,1,0,0,0,0,0,0,1,2316
0,1,0,1,0,0,0,1,0,0,2317
0,0,1,0,0,0,1,0,0,1,2318
0,0,1,0,0,0,0,1,0,1,2319
1,0,0,0,1,1,0,0,0,0,2320
1,0,0,1,0,0,0,1,1,0,2321
1,0,0,1,0,1,0,0,0,0,2322
1,1,0,0,1,0,0,0,1,0,2323
0,0,0,1,1,1,0,0,0,0,2324
1,1,1,0,0,0,0,0,0,0,2325
0,0,0,1,1,0,0,1,0,0,2326
1,1,0,0,0,0,1,0,0,0,2327
1,0,0,0,0,0,1,1,0,1,2328
0,0,0,1,0,1,0,0,0,1,2329
1,0,1,0,0,1,0,1,0,0,2330
1,0,0,0,0,1,1,0,0,1,2331
1,0,0,0,0,0,0,0,1,0,2332
0,1,1,0,0,0,0,0,1,0,2333
0,0,0,0,1,1,0,1,1,0,2334
0,0,1,0,0,0,0,1,1,0,2335
0,0,1,1,1,1,0,0,0,0,2336
0,0,1,1,1,0,0,0,0,0,2337
0,0,0,0,1,0,0,0,0,1,2338
1,1,0,0,0,0,1,1,0,0,2339
1,1,0,0,0,0,1,0,0,0,2340
0,1,1,0,0,0,0,0,0,1,2341
0,1,0,0,1,0,0,1,0,0,2342
0,0,0,0,1,0,0,1,1,0,2343
0,0,1,0,0,1,1,0,0,1,2344
0,0,0,1,1,0,0,1,0,0,2345
1,0,1,1,1,0,0,0,0,0,2346
0,0,0,1,0,1,0,0,0,1,2347
0,0,1,1,0,0,0,1,0,1,2348
0,1,0,1,1,0,0,1,0,0,2349
1,0,0,0,0,1,0,0,1,0,2350
0,0,0,1,0,1,0,0,0,1,2351
1,0,1,0,0,0,1,1,0,0,2352
0,1,0,0,0,1,0,1,0,0,2353
1,0,0,0,0,0,1,0,0,1,2354
0,0,0,0,0,0,1,0,1,1,2355
1,0,0,0,1,0,0,0,0,1,2356
1,0,1,0,0,0,0,0,0,1,2357
1,1,0,0,0,0,0,1,0,1,2358
0,0,0,0,1,0,1,1,0,0,2359
0,0,0,0,1,1,0,0,0,0,2360
1,0,0,1,0,0,0,0,1,1,2361
0,0,0,0,0,1,1,1,0,0,2362
0,0,0,1,0,0,0,0,1,0,2363
0,1,1,0,1,0,0,0,0,1,2364
0,0,1,1,0,1,0,0,0,0,2365
0,1,0,0,1,0,0,1,1,0,2366
1,0,0,0,1,0,0,1,0,0,2367
1,0,0,0,0,0,0,1,0,0,2368
1,0,0,0,0,0,1,1,0,0,2369
0,0,0,1,0,1,0,1,0,1,2370
0,0,0,0,0,0,0,1,1,0,2371
1,1,0,0,1,0,0,0,1,0,2372
0,1,0,0,1,1,0,0,0,1,2373
0,0,0,0,1,1,1,1,0,0,2374
0,0,1,1,0,0,0,1,0,0,2375
0,0,1,0,0,1,0,0,0,0,2376
0,1,0,0,0,1,0,1,0,0,2377
0,0,0,0,1,0,0,1,1,0,2378
0,0,0,0,1,0,1,0,1,0,2379
0,0,0,1,1,0,0,0,1,1,2380
0,1,0,1,0,1,1,0,0,0,2381
0,0,1,0,0,0,0,0,1,0,2382
0,0,1,1,0,0,0,0,0,0,2383
0,0,0,1,0,0,0,1,0,1,2384
0,0,0,0,0,0,1,1,0,0,2385
0,1,0,0,0,0,0,1,1,0,2386
0,1,0,1,0,0,0,1,0,0,2387
1,0,1,0,0,0,0,0,1,0,2388
0,1,0,0,0,0,0,1,0,1,2389
0,1,0,1,0,1,0,0,0,0,2390
0,0,1,0,0,0,1,0,0,0,2391
1,0,1,0,0,1,0,0,0,0,2392
1,0,0,0,0,0,0,1,1,0,2393
1,1,0,0,0,1,0,0,0,0,2394
0,1,0,0,1,0,0,1,0,0,2395
1,1,0,0,0,0,0,0,1,1,2396
1,0,0,0,0,0,1,0,1,0,2397
0,0,1,0,0,0,1,0,1,1,2398
0,0,1,0,1,0,0,0,1,0,2399
0,1,0,1,0,0,1,0,0,0,2400
0,1,0,0,1,0,0,0,0,1,2401
1,1,0,1,1,0,0,0,0,0,2402
0,1,0,1,1,0,0,0,0,0,2403
1,0,0,0,0,0,0,1,1,0,2404
0,0,1,0,0,0,1,0,0,0,2405
0,0,1,1,0,1,0,0,0,0,2406
0,0,1,0,1,1,0,0,0,0,2407
0,0,0,0,0,1,1,0,0,0,2408
1,1,0,0,0,0,0,0,1,0,2409
0,0,1,0,0,1,0,1,0,1,2410
0,0,0,1,0,1,1,0,0,1,2411
0,0,1,0,0,1,0,1,0,0,2412
0,0,0,0,1,1,0,1,0,0,2413
0,0,1,0,0,1,1,0,1,0,2414
0,1,1,0,0,0,1,0,0,0,2415
0,0,0,0,0,0,1,0,0,1,2416
0,0,1,0,1,0,1,1,0,0,2417
0,0,0,0,0,1,0,0,0,1,2418
0,0,1,0,1,0,0,1,0,0,2419
0,0,0,1,0,0,1,0,1,0,2420
1,0,1,0,1,0,0,0,0,1,2421
0,0,1,0,1,1,1,0,0,0,2422
1,0,0,1,0,0,0,0,1,0,2423
0,0,0,0,0,0,0,1,0,1,2424
1,1,0,0,0,0,1,0,1,0,2425
0,0,0,1,0,1,0,0,1,1,2426
0,1,0,0,0,0,0,0,0,1,2427
0,0,1,0,0,1,0,1,1,0,2428
0,0,0,0,0,0,1,0,0,1,2429
1,0,0,0,0,0,1,0,0,0,2430
0,0,0,0,1,0,0,0,0,0,2431
0,1,1,1,0,0,1,0,0,0,2432
1,0,0,1,1,0,0,0,0,0,2433
1,0,0,0,1,0,0,1,0,0,2434
0,0,1,0,0,0,1,0,1,0,2435
0,1,1,0,0,0,1,0,0,1,2436
0,0,1,1,0,1,0,0,0,0,2437
0,0,0,0,0,1,0,0,0,1,2438
0,1,0,1,0,0,1,0,0,0,2439
0,1,0,0,0,0,1,1,0,1,2440
0,1,0,1,1,0,0,0,0,0,2441
0,0,0,1,0,0,0,1,0,1,2442
0,1,0,0,1,0,0,1,1,0,2443
0,0,0,1,1,1,1,0,0,0,2444
0,1,0,0,0,0,1,0,0,0,2445
1,0,0,0,0,0,0,1,0,1,2446
1,1,0,1,0,0,0,0,0,0,2447
1,0,1,0,0,0,0,0,0,0,2448
0,0,1,1,0,1,0,0,0,0,2449
0,1,1,0,0,0,0,0,0,1,2450
0,0,0,1,0,0,0,1,0,0,2451
1,0,0,0,0,0,0,1,0,1,2452
0,0,0,0,1,1,0,0,0,1,2453
0,0,1,0,0,0,0,1,1,0,2454
0,0,0,0,0,1,1,1,0,0,2455
0,1,0,1,0,1,0,0,0,0,2456
1,0,1,0,0,0,1,0,0,1,2457
1,0,0,0,1,1,0,0,0,0,2458
0,0,0,0,0,0,1,0,1,1,2459
1,0,0,0,0,0,1,0,1,0,2460
0,1,0,0,0,1,1,0,0,0,2461
1,0,1,0,0,0,1,1,0,0,2462
0,0,0,1,0,0,0,1,0,0,2463
1,0,0,0,0,0,1,0,1,0,2464
0,0,1,1,1,1,0,0,0,0,2465
0,0,0,0,1,0,0,0,1,0,2466
0,0,0,0,1,0,1,0,0,1,2467
1,0,0,0,1,0,0,0,0,1,2468
0,1,0,0,1,1,0,0,0,0,2469
0,0,0,0,1,0,1,0,0,1,2470
1,0,0,0,0,0,1,0,1,0,2471
1,1,1,0,0,0,0,0,0,0,2472
0,1,0,0,0,1,0,0,0,1,2473
0,0,0,1,1,0,0,1,0,0,2474
1,0,0,1,0,0,0,1,1,0,2475
0,0,1,1,0,1,0,0,1,0,2476
0,1,1,0,0,0,0,0,1,0,2477
1,1,0,0,0,0,0,0,0,0,2478
0,1,0,1,1,0,0,0,0,0,2479
0,1,1,1,0,0,0,0,0,0,2480
0,0,1,0,0,0,0,0,1,1,2481
0,0,1,1,0,1,0,0,0,1,2482
0,0,1,0,0,0,0,1,0,0,2483
0,0,1,1,0,0,0,0,0,0,2484
1,0,1,0,0,0,0,0,1,0,2485
1,0,1,0,1,0,0,0,0,0,2486
0,0,0,0,0,0,1,1,0,1,2487
0,1,0,1,1,0,0,0,0,0,2488
1,1,1,0,0,1,0,0,0,0,2489
0,0,1,1,0,0,1,0,0,1,2490
0,0,0,0,1,0,0,1,0,0,2491
0,1,0,1,0,0,0,0,0,1,2492
0,1,1,0,0,1,1,0,0,0,2493
1,0,1,0,0,0,0,0,0,1,2494
0,0,0,1,1,0,0,0,1,0,2495
0,1,0,0,0,0,0,0,1,1,2496
0,0,1,0,0,0,0,0,1,1,2497
0,0,0,1,0,0,0,0,1,0,2498
0,0,0,1,0,0,0,0,1,1,2499
1,0,0,0,0,0,1,0,1,0,2500
0,0,1,0,1,0,1,0,0,0,2501
0,0,1,1,0,0,0,0,0,1,2502
0,0,0,0,0,0,1,0,1,1,2503
0,0,1,0,0,0,0,0,1,1,2504
1,1,0,0,1,1,0,0,0,0,2505
1,0,0,1,0,0,0,0,0,0,2506
0,1,0,0,1,0,0,1,0,0,2507
0,0,1,0,0,0,1,0,1,0,2508
0,1,1,0,0,1,0,0,0,0,2509
0,1,1,0,0,0,0,0,1,1,2510
1,0,0,0,0,1,0,0,1,0,2511
0,1,0,1,0,0,0,0,0,0,2512
0,1,0,0,0,0,1,0,0,1,2513
1,0,0,1,0,0,1,0,0,0,2514
0,0,0,0,0,1,0,1,1,0,2515
0,1,0,1,0,1,0,0,0,0,2516
0,1,1,0,0,0,0,0,0,1,2517
0,1,1,0,0,0,1,0,0,1,2518
0,0,1,0,1,0,1,0,0,0,2519
0,0,1,0,0,1,0,1,0,0,2520
0,0,1,0,1,0,0,0,0,0,2521
0,0,1,0,1,0,0,0,1,0,2522
0,1,0,0,0,0,1,0,0,1,2523
0,0,1,0,0,0,0,1,0,1,2524
0,0,1,0,0,0,0,1,0,1,2525
0,0,1,0,1,1,0,0,1,0,2526
0,0,0,1,1,1,0,0,0,0,2527
1,0,0,1,1,0,0,0,1,0,2528
1,1,0,0,1,0,0,0,0,1,2529
0,0,0,0,0,0,1,1,1,0,2530
0,0,0,0,0,0,1,1,0,1,2531
1,0,0,0,0,0,1,0,0,1,2532
0,0,0,1,0,1,0,0,0,0,2533
0,1,0,0,0,0,0,0,0,1,2534
0,1,0,1,0,0,1,0,0,0,2535
0,0,1,0,0,0,1,0,1,0,2536
0,1,0,0,1,0,0,0,1,0,2537
0,0,1,1,0,0,0,0,0,1,2538
1,0,0,0,0,1,0,1,0,0,2539
0,0,0,1,0,0,0,0,1,1,2540
0,0,0,1,1,0,0,0,0,1,2541
0,0,1,0,1,0,0,1,0,0,2542
0,0,1,1,1,0,0,0,0,0,2543
0,0,0,1,0,0,1,0,1,0,2544
1,0,0,0,0,0,1,0,0,1,2545
0,0,0,1,0,0,0,0,1,0,2546
1,1,0,0,0,0,0,0,0,1,2547
1,0,0,0,0,1,0,0,0,1,2548
1,0,1,0,0,0,1,0,0,0,2549
0,0,0,1,0,1,0,0,0,0,2550
0,0,0,0,1,0,0,0,0,0,2551
0,1,0,0,0,0,1,1,0,1,2552
0,0,0,1,0,1,1,0,0,0,2553
1,0,0,0,1,0,0,1,1,0,2554
0,0,1,0,1,0,0,0,1,0,2555
1,1,0,0,0,1,0,1,0,0,2556
1,1,1,0,0,0,0,0,0,0,2557
1,0,0,1,1,1,0,0,0,0,2558
1,0,0,1,0,0,1,0,0,0,2559
1,0,1,0,0,0,1,0,0,0,2560
1,0,0,1,0,0,1,0,0,0,2561
1,0,0,0,1,1,0,0,0,0,2562
1,0,1,1,0,0,0,0,1,0,2563
0,1,0,0,0,0,0,1,0,0,2564
0,0,0,0,0,0,1,0,0,1,2565
0,1,0,1,1,0,0,0,1,0,2566
1,0,1,0,0,0,0,0,0,1,2567
1,1,0,1,0,0,1,0,0,0,2568
1,0,0,0,0,0,0,1,1,0,2569
0,1,1,0,0,0,0,1,0,1,2570
0,0,1,1,0,1,0,1,0,0,2571
0,0,1,0,0,0,0,0,0,1,2572
0,1,0,0,0,0,0,1,0,1,2573
0,1,0,0,0,0,1,0,0,0,2574
0,0,1,0,1,1,0,0,0,0,2575
1,0,0,1,1,0,0,0,0,0,2576
0,1,0,1,1,0,0,0,0,1,2577
0,0,0,0,1,1,0,1,0,1,2578
0,0,0,1,1,0,0,0,0,1,2579
0,1,1,0,1,0,0,0,0,0,2580
0,0,1,0,1,0,0,0,0,1,2581
0,0,0,0,0,1,0,0,1,1,2582
0,0,1,0,0,1,0,1,0,0,2583
0,1,0,0,0,0,1,1,1,0,2584
0,1,0,0,1,0,1,0,0,0,2585
1,0,0,1,0,0,0,1,1,0,2586
1,0,0,0,0,0,0,0,1,1,2587
0,0,1,0,1,0,1,1,0,0,2588
0,0,0,0,1,0,1,0,1,0,2589
0,0,0,0,0,0,0,1,1,1,2590
1,0,0,1,0,0,0,0,0,1,2591
0,0,0,1,0,0,0,0,1,1,2592
1,0,0,1,0,1,0,0,1,0,2593
0,0,0,1,1,0,0,0,1,0,2594
0,1,0,0,1,0,0,1,0,0,2595
0,0,1,0,1,0,1,0,0,0,2596
0,1,1,0,0,0,0,1,0,0,2597
1,0,1,0,0,0,1,0,0,0,2598
0,1,1,1,0,0,0,0,1,0,2599
1,0,0,0,0,1,1,0,1,0,2600
0,0,0,1,0,1,0,1,0,1,2601
0,0,0,1,1,1,0,1,0,0,2602
0,0,0,0,1,0,0,1,1,0,2603
0,0,0,0,0,1,1,1,0,0,2604
0,1,1,0,0,1,1,0,0,0,2605
0,1,0,1,0,0,1,1,0,0,2606
0,1,0,0,0,0,1,0,0,1,2607
0,1,0,0,1,1,1,0,0,0,2608
1,1,0,0,0,1,0,0,0,0,2609
0,0,0,1,0,0,1,0,1,0,2610
0,0,0,1,0,0,1,1,0,0,2611
0,1,0,0,1,1,0,0,0,0,2612
0,0,0,1,1,0,1,0,0,0,2613
1,0,1,1,0,0,0,0,0,0,2614
0,0,0,1,1,0,1,0,0,0,2615
1,0,1,0,1,0,0,0,0,1,2616
1,0,0,1,0,0,0,0,1,0,2617
0,0,0,1,0,1,1,1,0,0,2618
0,1,0,1,0,0,0,1,1,0,2619
0,0,0,0,0,0,1,1,0,1,2620
0,1,1,1,0,0,0,0,1,0,2621
0,1,1,0,0,0,0,0,0,0,2622
0,0,1,0,0,0,0,0,1,1,2623
0,0,0,0,0,0,1,1,1,0,2624
1,0,1,0,0,0,0,0,1,0,2625
1,0,1,0,1,0,0,0,1,0,2626
1,0,0,1,1,0,0,0,0,0,2627
1,0,0,1,1,0,0,0,0,0,2628
1,0,0,1,0,0,0,0,1,0,2629
1,0,0,0,1,0,0,0,0,1,2630
0,0,0,1,0,0,1,0,0,1,2631
0,0,0,1,1,0,0,0,1,1,2632
0,0,0,0,0,0,0,0,1,0,2633
1,0,1,1,0,0,0,0,0,0,2634
1,0,0,0,0,0,1,0,1,0,2635
0,0,0,0,0,0,0,0,1,1,2636
0,1,0,0,0,1,0,0,1,1,2637
0,1,0,0,1,1,0,0,0,0,2638
1,0,0,0,1,1,0,0,0,0,2639
1,0,0,1,0,0,1,0,0,0,2640
0,0,0,0,1,0,1,0,0,0,2641
1,0,0,0,0,1,0,0,0,1,2642
0,0,1,0,0,0,0,0,1,1,2643
0,0,0,1,0,1,0,0,0,1,2644
0,0,1,0,0,1,0,0,1,0,2645
1,0,0,0,0,0,1,1,0,0,2646
1,0,0,0,1,0,0,1,0,0,2647
0,1,0,0,0,0,0,1,1,0,2648
0,0,0,1,1,0,0,0,0,1,2649
1,0,0,1,0,0,0,1,0,0,2650
0,0,1,0,0,0,0,0,1,0,2651
1,0,0,0,0,0,1,0,0,1,2652
0,0,0,0,1,1,0,0,0,0,2653
1,1,0,0,0,0,0,1,0,1,2654
0,0,1,0,0,1,0,0,0,1,2655
0,0,0,0,0,0,0,1,1,1,2656
0,1,0,0,1,1,0,0,0,0,2657
0,0,1,0,0,0,1,0,0,0,2658
0,1,0,0,1,0,0,0,0,1,2659
0,1,0,1,1,1,0,0,0,0,2660
0,1,0,0,0,0,1,0,1,0,2661
0,0,0,0,0,1,0,0,1,0,2662
0,0,1,1,1,0,1,0,0,0,2663
1,0,0,0,0,1,0,1,0,0,2664
1,1,0,0,0,0,0,1,0,0,2665
0,0,1,0,1,0,0,0,1,0,2666
0,1,0,0,0,0,0,1,0,0,2667
1,1,0,0,0,0,0,1,0,0,2668
0,0,0,0,0,0,1,0,1,1,2669
1,0,0,0,1,0,1,0,0,0,2670
1,1,0,1,0,0,0,0,0,1,2671
0,1,0,0,0,0,0,0,1,1,2672
1,0,0,0,0,0,0,1,0,0,2673
0,0,0,1,0,1,0,1,0,0,2674
1,0,0,0,1,0,0,1,0,0,2675
0,0,0,1,1,1,0,0,0,0,2676
0,0,0,1,0,0,1,0,0,1,2677
0,0,0,1,0,1,0,1,1,0,2678
1,0,0,0,1,0,0,0,0,1,2679
0,0,1,0,0,0,1,0,1,0,2680
1,1,0,0,1,0,0,0,1,0,2681
0,1,0,0,0,1,1,0,1,0,2682
1,0,1,0,0,1,0,0,0,0,2683
0,0,0,0,0,0,1,1,1,0,2684
1,0,1,0,0,0,1,1,0,0,2685
0,0,1,0,0,1,0,1,0,0,2686
1,0,0,0,0,0,0,1,0,1,2687
0,0,0,0,0,1,0,0,0,1,2688
0,1,0,0,0,1,1,1,0,0,2689
0,0,0,1,1,0,0,1,1,0,2690
0,0,0,1,1,0,1,1,0,0,2691
1,0,0,1,0,0,0,1,0,1,2692
0,0,1,0,0,0,0,1,0,1,2693
0,1,1,0,0,0,1,0,0,0,2694
0,0,0,1,0,0,1,0,1,0,2695
0,1,0,1,0,0,0,0,0,1,2696
0,0,0,0,0,0,1,0,1,0,2697
1,0,1,0,0,0,0,0,1,0,2698
1,0,1,0,0,0,0,1,0,0,2699
